index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-04 14:05:21,1000.0,balance,transfer to card,others,u000,u007
1,2023-09-04 14:10:01,1600.0,balance,payment,transfer to account,u007,u004
2,2023-09-04 15:10:38,2120.0,balance,transfer to card,others,u009,u002
3,2023-09-04 15:57:35,5000.0,debit_card,payment,instant transfer,u007,u005
4,2023-09-04 18:30:46,50000.0,balance,payment,transfer to account,u005,u007
5,2023-09-04 19:13:58,7600.0,other,payment,transfer to account,u015,u010
6,2023-09-04 19:18:05,8000.0,credit_card,payment,O2O,u001,u006
7,2023-09-04 19:18:58,7600.0,debit_card,payment,transfer to account,u010,u011
8,2023-09-04 19:20:50,7600.0,balance,payment,instant transfer,u011,u015
9,2023-09-04 19:21:57,11260.0,balance,payment,O2O,u001,u005
10,2023-09-04 19:23:56,10000.0,moneyfund,payment,O2O,u001,u004
11,2023-09-04 19:24:02,5000.0,balance,payment,instant transfer,u002,u013
12,2023-09-04 19:36:30,1000.0,balance,payment,instant transfer,u009,u006
13,2023-09-04 19:38:48,1148.0,balance,payment,instant transfer,u009,u000
14,2023-09-04 20:13:26,500.0,debit_card,payment,instant transfer,u014,u009
15,2023-09-04 20:17:19,594.0,moneyfund,payment,instant transfer,u014,u009
16,2023-09-04 21:39:28,500.0,moneyfund,payment,instant transfer,u000,u002
17,2023-09-04 22:12:44,510.0,balance,payment,instant transfer,u003,u009
18,2023-09-04 22:22:35,514.0,balance,payment,instant transfer,u003,u001
19,2023-09-04 22:39:11,2700.0,moneyfund,payment,transfer to account,u012,u002
20,2023-09-04 23:37:32,1960.0,debit_card,payment,transfer to account,u008,u001
21,2023-09-04 23:48:42,2000.0,debit_card,payment,transfer to account,u008,u009
