index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-10 16:36:23,1200.0,debit_card,payment,instant transfer,u028,u018
1,2023-09-10 17:05:09,2000.0,debit_card,payment,instant transfer,u028,u004
2,2023-09-10 17:09:13,36205.0,balance,payment,instant transfer,u017,u021
3,2023-09-10 17:09:15,10000.0,balance,payment,instant transfer,u017,u013
4,2023-09-10 18:10:21,5200.0,moneyfund,payment,transfer to account,u015,u008
5,2023-09-10 18:10:48,8740.0,moneyfund,payment,transfer to account,u015,u003
6,2023-09-10 18:15:03,10000.0,debit_card,payment,transfer to account,u014,u004
7,2023-09-10 18:30:11,23097.0,balance,payment,instant transfer,u017,u013
8,2023-09-10 19:01:18,5200.0,moneyfund,payment,tangible goods trade,u015,u000
9,2023-09-10 19:20:14,500.0,moneyfund,payment,transfer to account,u028,u022
10,2023-09-10 19:21:22,80873.0,moneyfund,transfer to card,transfer to card,u014,u004
11,2023-09-10 19:21:45,50000.0,balance,transfer to card,transfer to card,u014,u016
12,2023-09-10 19:29:43,749.0,moneyfund,payment,instant transfer,u015,u023
13,2023-09-10 19:43:11,599.0,alicredit,payment,instant transfer,u006,u000
14,2023-09-10 20:32:50,700.7,moneyfund,transfer to card,transfer to card,u001,u002
15,2023-09-10 20:34:13,599.0,debit_card,payment,instant transfer,u018,u028
16,2023-09-10 20:34:21,3000.0,moneyfund,payment,transfer to account,u012,u017
17,2023-09-10 20:36:11,1000.0,balance,transfer to card,transfer to card,u001,u027
18,2023-09-10 20:42:01,2400.0,balance,transfer to card,others,u029,u012
19,2023-09-10 21:16:54,700.7,balance,transfer to card,transfer to card,u001,u002
20,2023-09-10 21:17:11,1000.0,balance,transfer to card,transfer to card,u001,u027
21,2023-09-10 22:03:15,50000.0,moneyfund,transfer to card,others,u017,u013
22,2023-09-10 22:16:41,567.95,debit_card,payment,instant transfer,u011,u003
23,2023-09-10 22:17:01,1500.0,debit_card,payment,instant transfer,u009,u001
24,2023-09-10 22:18:15,2500.0,debit_card,payment,instant transfer,u019,u001
25,2023-09-10 22:19:15,584.0,moneyfund,payment,transfer to account,u020,u001
26,2023-09-10 22:19:20,2000.0,debit_card,payment,instant transfer,u005,u001
27,2023-09-10 22:20:20,1900.0,debit_card,payment,instant transfer,u001,u004
28,2023-09-10 22:24:04,1500.0,debit_card,payment,instant transfer,u001,u024
29,2023-09-10 22:24:17,1500.0,debit_card,payment,instant transfer,u001,u007
30,2023-09-10 22:26:44,1100.0,debit_card,payment,instant transfer,u001,u026
31,2023-09-10 22:46:43,1480.0,other,payment,instant transfer,u027,u001
32,2023-09-10 23:02:56,766.0,moneyfund,payment,instant transfer,u021,u025
33,2023-09-10 23:06:15,5000.0,balance,transfer to card,others,u016,u010
34,2023-09-10 23:07:13,5000.0,moneyfund,payment,transfer to account,u021,u006
35,2023-09-10 23:37:27,600.0,debit_card,payment,O2O,u016,u006
