index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-11 04:27:42,2002.0,balance,transfer to card,others,u010,u019
1,2023-09-11 08:40:49,1000.0,balance,transfer to card,others,u005,u018
2,2023-09-11 08:41:44,1000.0,moneyfund,transfer to card,others,u005,u014
3,2023-09-11 11:37:32,8350.0,debit_card,payment,tangible goods trade,u017,u021
4,2023-09-11 16:00:00,2000.0,moneyfund,payment,instant transfer,u023,u020
5,2023-09-11 16:16:50,5900.0,other,payment,transfer to account,u016,u026
6,2023-09-11 16:21:57,5900.0,moneyfund,payment,instant transfer,u026,u011
7,2023-09-11 16:23:42,5900.0,debit_card,payment,instant transfer,u011,u016
8,2023-09-11 16:50:52,3980.0,credit_card,payment,instant transfer,u016,u009
9,2023-09-11 17:49:50,2000.0,debit_card,payment,instant transfer,u000,u018
10,2023-09-11 18:23:27,648.0,moneyfund,payment,instant transfer,u001,u027
11,2023-09-11 18:24:16,1000.0,moneyfund,payment,instant transfer,u000,u020
12,2023-09-11 19:32:47,700.0,moneyfund,transfer to card,others,u021,u028
13,2023-09-11 20:50:32,498.0,debit_card,payment,instant transfer,u002,u003
14,2023-09-11 21:18:14,556.0,moneyfund,payment,instant transfer,u016,u006
15,2023-09-11 22:10:58,600.0,moneyfund,payment,transfer to account,u024,u010
16,2023-09-11 22:12:59,500.0,moneyfund,payment,transfer to account,u025,u012
17,2023-09-11 22:13:57,699.98,debit_card,payment,instant transfer,u008,u022
18,2023-09-11 22:28:27,1000.0,credit_card,payment,O2O,u018,u000
19,2023-09-11 22:33:35,1000.0,debit_card,payment,tangible goods trade,u013,u004
20,2023-09-11 22:34:30,1000.0,debit_card,payment,transfer to account,u004,u005
21,2023-09-11 22:50:13,1058.0,balance,transfer to card,transfer to card,u003,u021
22,2023-09-11 22:52:06,1000.0,balance,transfer to card,transfer to card,u003,u023
23,2023-09-11 23:00:35,1200.0,moneyfund,payment,transfer to account,u003,u021
24,2023-09-11 23:38:24,1500.0,balance,payment,transfer to account,u015,u007
