index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-12 10:06:04,2000.0,debit_card,payment,transfer to account,u008,u018
1,2023-09-12 12:59:47,5000.0,moneyfund,payment,instant transfer,u017,u019
2,2023-09-12 15:54:46,2999.0,balance,payment,instant transfer,u010,u003
3,2023-09-12 17:49:53,850.0,debit_card,payment,O2O,u009,u014
4,2023-09-12 18:32:59,960.0,debit_card,payment,O2O,u009,u014
5,2023-09-12 18:40:27,1999.97,moneyfund,payment,instant transfer,u022,u021
6,2023-09-12 19:08:06,2000.0,moneyfund,payment,transfer to account,u014,u008
7,2023-09-12 21:06:23,1200.0,balance,transfer to card,others,u003,u017
8,2023-09-12 22:15:59,1000.0,moneyfund,payment,transfer to account,u012,u007
9,2023-09-12 22:18:21,5000.0,balance,transfer to card,others,u005,u012
10,2023-09-12 22:19:12,5000.0,balance,payment,instant transfer,u004,u021
11,2023-09-12 22:27:30,1000.0,other,payment,instant transfer,u015,u013
12,2023-09-12 22:39:34,600.0,debit_card,payment,instant transfer,u011,u010
13,2023-09-12 22:43:36,5300.0,alicredit,payment,instant transfer,u000,u001
14,2023-09-12 22:44:32,5300.0,moneyfund,payment,instant transfer,u001,u000
15,2023-09-12 22:58:33,4000.0,moneyfund,payment,transfer to account,u002,u012
16,2023-09-12 23:10:00,500.0,debit_card,payment,instant transfer,u006,u016
17,2023-09-12 23:12:20,1700.0,balance,payment,instant transfer,u013,u020
18,2023-09-12 23:33:36,10000.0,moneyfund,payment,transfer to account,u021,u008
19,2023-09-12 23:52:31,700.0,balance,transfer to card,transfer to card,u001,u019
20,2023-09-12 23:53:11,1600.0,balance,transfer to card,transfer to card,u001,u014
21,2023-09-12 23:53:42,1500.0,balance,transfer to card,transfer to card,u001,u000
22,2023-09-12 23:54:13,2785.0,balance,transfer to card,transfer to card,u001,u000
23,2023-09-12 23:54:48,1800.0,balance,transfer to card,transfer to card,u001,u008
24,2023-09-12 23:56:33,1001.0,moneyfund,transfer to card,transfer to card,u001,u008
