index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-06 14:34:09,600.0,balance,payment,instant transfer,u002,u010
1,2023-09-06 15:04:44,500.0,debit_card,payment,instant transfer,u006,u000
2,2023-09-06 15:49:00,950.0,balance,payment,instant transfer,u003,u002
3,2023-09-06 19:14:53,980.0,moneyfund,payment,tangible goods trade,u000,u006
4,2023-09-06 20:27:39,899.0,debit_card,payment,tangible goods trade,u000,u001
5,2023-09-06 20:49:48,1000.0,balance,transfer to card,others,u008,u000
6,2023-09-06 21:52:33,2000.0,balance,transfer to card,transfer to card,u004,u007
7,2023-09-06 22:11:04,1299.0,debit_card,payment,instant transfer,u009,u002
8,2023-09-06 23:04:33,8500.0,debit_card,payment,transfer to account,u001,u005
9,2023-09-06 23:06:16,8500.0,moneyfund,payment,instant transfer,u005,u002
10,2023-09-06 23:10:07,8500.0,balance,payment,transfer to account,u002,u001
