index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-11 02:11:33,648.0,other,payment,instant transfer,u007,u005
1,2023-09-11 02:15:04,1000.0,moneyfund,payment,instant transfer,u007,u005
2,2023-09-11 06:39:08,1000.0,balance,payment,instant transfer,u006,u000
3,2023-09-11 07:18:45,1000.0,debit_card,payment,instant transfer,u006,u009
4,2023-09-11 09:05:22,1001.0,balance,transfer to card,transfer to card,u008,u004
5,2023-09-11 09:06:08,1000.0,balance,transfer to card,transfer to card,u008,u002
6,2023-09-11 09:07:53,1001.0,debit_card,transfer to card,transfer to card,u008,u004
7,2023-09-11 09:08:04,1000.0,balance,transfer to card,transfer to card,u008,u002
8,2023-09-11 15:43:02,2000.0,debit_card,payment,instant transfer,u001,u004
9,2023-09-11 15:51:01,3203.2,moneyfund,transfer to card,transfer to card,u001,u004
10,2023-09-11 15:51:24,900.9,moneyfund,transfer to card,transfer to card,u001,u004
11,2023-09-11 20:45:28,2999.0,moneyfund,payment,tangible goods trade,u000,u009
12,2023-09-11 21:11:50,6500.0,debit_card,payment,transfer to account,u004,u010
13,2023-09-11 21:15:07,6500.0,balance,payment,tangible goods trade,u010,u003
14,2023-09-11 21:20:11,6500.0,balance,payment,transfer to account,u003,u004
