index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-05 12:15:02,499.0,debit_card,payment,O2O,u019,u003
1,2023-09-05 16:22:37,1988.0,credit_card,payment,O2O,u011,u010
2,2023-09-05 16:31:39,1001.0,balance,transfer to card,others,u003,u019
3,2023-09-05 19:44:34,30000.0,moneyfund,payment,transfer to account,u012,u010
4,2023-09-05 19:46:36,639.0,balance,payment,instant transfer,u012,u005
5,2023-09-05 19:58:08,500.0,balance,payment,transfer to account,u004,u006
6,2023-09-05 20:28:58,900.0,balance,payment,instant transfer,u002,u009
7,2023-09-05 20:39:07,1000.0,debit_card,payment,transfer to account,u016,u001
8,2023-09-05 20:39:53,500.0,debit_card,payment,instant transfer,u016,u009
9,2023-09-05 21:01:49,5000.0,moneyfund,payment,transfer to account,u015,u013
10,2023-09-05 21:35:52,1200.0,debit_card,transfer to card,transfer to card,u007,u012
11,2023-09-05 21:42:17,500.0,moneyfund,payment,transfer to account,u018,u014
12,2023-09-05 22:06:59,900.0,moneyfund,payment,transfer to account,u018,u014
13,2023-09-05 22:14:35,1000.0,balance,transfer to card,transfer to card,u007,u014
14,2023-09-05 22:25:39,10000.0,balance,payment,instant transfer,u008,u014
15,2023-09-05 22:33:20,1001.0,moneyfund,transfer to card,transfer to card,u005,u018
16,2023-09-05 22:37:49,500.0,debit_card,payment,O2O,u016,u001
17,2023-09-05 22:59:54,2900.0,balance,transfer to card,transfer to card,u017,u011
18,2023-09-05 23:03:44,50000.0,balance,transfer to card,withdrawal,u000,u016
19,2023-09-05 23:04:59,2002.0,debit_card,transfer to card,transfer to card,u017,u014
20,2023-09-05 23:05:49,2175.0,balance,transfer to card,transfer to card,u017,u007
21,2023-09-05 23:06:10,2900.0,balance,transfer to card,transfer to card,u017,u011
22,2023-09-05 23:06:59,3003.0,debit_card,transfer to card,transfer to card,u017,u018
23,2023-09-05 23:38:28,1460.0,moneyfund,payment,instant transfer,u004,u003
24,2023-09-05 23:42:35,3200.0,balance,payment,transfer to account,u017,u018
25,2023-09-05 23:54:24,1000.0,debit_card,payment,transfer to account,u004,u003
