index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-04 13:16:24,10010.0,balance,transfer to card,transfer to card,u007,u000
1,2023-09-04 13:19:57,10000.0,moneyfund,transfer to card,transfer to card,u007,u014
2,2023-09-04 17:34:24,1000.0,moneyfund,payment,instant transfer,u003,u004
3,2023-09-04 17:37:15,618.0,debit_card,payment,instant transfer,u003,u008
4,2023-09-04 20:50:41,999.0,debit_card,payment,instant transfer,u006,u005
5,2023-09-04 21:05:18,3000.0,moneyfund,payment,transfer to account,u000,u009
6,2023-09-04 22:12:26,500.0,balance,payment,instant transfer,u001,u010
7,2023-09-04 22:34:06,2000.0,balance,transfer to card,transfer to card,u011,u000
8,2023-09-04 22:35:42,2000.0,balance,transfer to card,transfer to card,u011,u000
9,2023-09-04 22:52:07,1000.0,balance,transfer to card,others,u013,u008
10,2023-09-04 22:58:37,1400.0,debit_card,payment,transfer to account,u002,u012
11,2023-09-04 23:04:55,1400.0,debit_card,payment,O2O,u012,u003
12,2023-09-04 23:07:06,1400.0,alicredit,payment,transfer to account,u003,u002
13,2023-09-04 23:35:33,940.0,balance,transfer to card,others,u013,u010
14,2023-09-04 23:36:00,1000.0,balance,payment,instant transfer,u013,u008
