index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-08 15:10:35,6900.0,debit_card,payment,instant transfer,u000,u016
1,2023-09-08 15:11:38,6900.0,debit_card,payment,O2O,u016,u012
2,2023-09-08 15:13:52,6900.0,alicredit,payment,transfer to account,u012,u000
3,2023-09-08 16:38:30,23400.0,balance,payment,instant transfer,u004,u008
4,2023-09-08 21:18:07,2900.0,moneyfund,payment,credit payment,u006,u014
5,2023-09-08 21:24:58,2900.0,debit_card,payment,instant transfer,u014,u001
6,2023-09-08 21:24:59,2900.0,credit_card,payment,transfer to account,u001,u006
7,2023-09-08 21:28:41,20000.0,balance,transfer to card,others,u000,u013
8,2023-09-08 22:07:25,1039.0,other,payment,instant transfer,u009,u006
9,2023-09-08 22:29:48,1890.0,debit_card,payment,instant transfer,u012,u002
10,2023-09-08 22:35:53,2000.0,debit_card,payment,instant transfer,u012,u003
11,2023-09-08 22:47:36,1000.0,debit_card,payment,instant transfer,u006,u005
12,2023-09-08 23:21:43,900.0,debit_card,payment,instant transfer,u005,u010
13,2023-09-08 23:31:39,999.0,moneyfund,payment,instant transfer,u006,u012
14,2023-09-08 23:35:38,2550.0,debit_card,payment,O2O,u007,u017
15,2023-09-08 23:42:40,596.0,credit_card,payment,instant transfer,u011,u009
16,2023-09-08 23:44:05,500.0,moneyfund,payment,instant transfer,u011,u009
17,2023-09-08 23:49:05,1338.0,moneyfund,payment,transfer to account,u002,u015
18,2023-09-08 23:49:59,900.0,moneyfund,payment,transfer to account,u002,u015
