index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-10 08:10:34,5800.0,moneyfund,payment,tangible goods trade,u015,u010
1,2023-09-10 08:14:16,5800.0,moneyfund,payment,instant transfer,u010,u007
2,2023-09-10 08:17:46,5800.0,debit_card,payment,transfer to account,u007,u015
3,2023-09-10 15:01:05,799.97,moneyfund,payment,instant transfer,u018,u001
4,2023-09-10 15:14:16,763.0,moneyfund,payment,transfer to account,u018,u002
5,2023-09-10 17:37:05,6900.0,debit_card,payment,transfer to account,u015,u019
6,2023-09-10 17:41:13,6900.0,moneyfund,payment,instant transfer,u019,u006
7,2023-09-10 17:42:31,6900.0,moneyfund,payment,instant transfer,u006,u015
8,2023-09-10 18:04:28,1590.0,balance,payment,credit payment,u004,u017
9,2023-09-10 18:04:28,500.0,moneyfund,payment,credit payment,u004,u000
10,2023-09-10 18:04:28,520.0,debit_card,payment,credit payment,u004,u003
11,2023-09-10 18:35:18,778.8,debit_card,payment,instant transfer,u003,u004
12,2023-09-10 19:17:34,598.0,debit_card,payment,instant transfer,u013,u018
13,2023-09-10 19:32:36,799.0,debit_card,payment,instant transfer,u003,u004
14,2023-09-10 20:13:35,3250.0,debit_card,payment,instant transfer,u003,u004
15,2023-09-10 20:22:58,1700.0,balance,transfer to card,transfer to card,u004,u000
16,2023-09-10 20:23:53,620.0,balance,transfer to card,others,u004,u014
17,2023-09-10 20:53:34,1900.0,moneyfund,payment,transfer to account,u015,u020
18,2023-09-10 20:58:20,1900.0,moneyfund,payment,transfer to account,u020,u005
19,2023-09-10 21:02:16,1900.0,debit_card,payment,instant transfer,u005,u015
20,2023-09-10 21:11:23,2300.0,moneyfund,payment,transfer to account,u000,u014
21,2023-09-10 22:16:42,1000.0,balance,transfer to card,others,u014,u017
22,2023-09-10 22:19:22,1294.0,moneyfund,payment,tangible goods trade,u009,u008
23,2023-09-10 23:19:52,500.0,debit_card,payment,instant transfer,u012,u011
24,2023-09-10 23:20:11,500.0,balance,payment,instant transfer,u012,u015
25,2023-09-10 23:48:02,2600.0,moneyfund,payment,instant transfer,u008,u004
26,2023-09-10 23:48:42,3000.0,balance,payment,transfer to account,u008,u009
27,2023-09-10 23:59:29,2900.0,balance,payment,transfer to account,u015,u016
