index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-02 06:35:03,500.5,balance,transfer to card,transfer to card,u017,u008
1,2023-09-02 15:10:20,5150.0,moneyfund,payment,instant transfer,u004,u018
2,2023-09-02 15:11:18,4998.0,debit_card,payment,instant transfer,u004,u007
3,2023-09-02 15:19:45,1100.0,debit_card,payment,tangible goods trade,u002,u018
4,2023-09-02 16:51:57,2080.0,moneyfund,payment,tangible goods trade,u010,u017
5,2023-09-02 17:58:45,1708.0,moneyfund,payment,instant transfer,u011,u013
6,2023-09-02 18:31:07,1980.0,debit_card,payment,tangible goods trade,u011,u004
7,2023-09-02 19:44:23,5000.0,debit_card,payment,instant transfer,u018,u002
8,2023-09-02 19:49:17,4980.0,moneyfund,payment,instant transfer,u018,u001
9,2023-09-02 19:49:57,12000.0,debit_card,payment,instant transfer,u012,u007
10,2023-09-02 20:12:59,3000.0,moneyfund,payment,transfer to account,u012,u013
11,2023-09-02 20:37:34,500.0,moneyfund,payment,transfer to account,u012,u007
12,2023-09-02 20:37:38,1000.0,balance,transfer to card,others,u008,u009
13,2023-09-02 20:38:17,4000.0,moneyfund,payment,transfer to account,u012,u002
14,2023-09-02 20:45:17,2000.0,debit_card,payment,transfer to account,u006,u005
15,2023-09-02 21:18:29,1000.0,balance,payment,transfer to account,u005,u000
16,2023-09-02 21:22:12,1000.0,balance,payment,transfer to account,u000,u017
17,2023-09-02 21:24:09,1000.0,balance,payment,transfer to account,u005,u014
18,2023-09-02 21:26:40,1000.0,debit_card,payment,transfer to account,u014,u017
19,2023-09-02 22:00:03,5000.0,balance,transfer to card,others,u003,u016
20,2023-09-02 22:02:27,1000.0,balance,transfer to card,others,u003,u016
21,2023-09-02 22:05:43,800.0,moneyfund,payment,instant transfer,u005,u000
22,2023-09-02 22:09:35,800.0,debit_card,payment,instant transfer,u000,u017
23,2023-09-02 22:09:58,200.0,debit_card,payment,instant transfer,u005,u014
24,2023-09-02 22:11:25,200.0,debit_card,payment,instant transfer,u014,u017
25,2023-09-02 22:20:32,1000.0,balance,payment,transfer to account,u005,u006
26,2023-09-02 22:35:21,1000.0,balance,payment,transfer to account,u005,u015
27,2023-09-02 23:22:58,5000.0,balance,transfer to card,others,u016,u018
28,2023-09-02 23:23:09,500.0,balance,transfer to card,others,u005,u015
