index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-07 16:40:35,990.0,moneyfund,transfer to card,transfer to card,u005,u010
1,2023-09-07 20:08:28,500.0,debit_card,payment,instant transfer,u007,u002
2,2023-09-07 20:11:43,1400.0,balance,transfer to card,others,u001,u005
3,2023-09-07 22:23:21,1401.4,balance,transfer to card,others,u003,u000
4,2023-09-07 22:37:23,700.0,other,transfer to card,others,u010,u004
5,2023-09-07 22:37:31,699.0,debit_card,payment,instant transfer,u003,u000
6,2023-09-07 22:38:38,8785.0,balance,transfer to card,others,u010,u005
7,2023-09-07 22:38:38,10000.0,balance,transfer to card,others,u010,u004
8,2023-09-07 22:41:30,15000.0,balance,transfer to card,others,u010,u005
9,2023-09-07 23:21:25,1400.0,debit_card,payment,instant transfer,u006,u009
10,2023-09-07 23:25:05,1400.0,credit_card,payment,tangible goods trade,u009,u008
11,2023-09-07 23:29:49,1400.0,moneyfund,payment,instant transfer,u008,u006
