index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-14 17:27:46,8800.0,debit_card,payment,instant transfer,u011,u010
1,2023-09-14 17:27:48,8800.0,debit_card,payment,instant transfer,u010,u007
2,2023-09-14 17:32:44,8800.0,debit_card,payment,instant transfer,u007,u011
3,2023-09-14 18:11:54,1000.0,credit_card,payment,O2O,u001,u008
4,2023-09-14 18:22:27,898.0,alicredit,payment,O2O,u001,u008
5,2023-09-14 18:53:06,2000.0,moneyfund,payment,instant transfer,u004,u005
6,2023-09-14 18:53:17,2000.0,moneyfund,payment,instant transfer,u005,u006
7,2023-09-14 18:56:26,1290.0,debit_card,payment,instant transfer,u002,u003
8,2023-09-14 19:11:44,5000.0,debit_card,payment,instant transfer,u011,u009
9,2023-09-14 19:12:05,5000.0,balance,payment,O2O,u009,u000
10,2023-09-14 19:12:35,5000.0,balance,payment,transfer to account,u000,u011
11,2023-09-14 22:29:31,649.0,moneyfund,payment,transfer to account,u005,u008
