index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-15 14:32:13,836.0,moneyfund,payment,instant transfer,u011,u005
1,2023-09-15 16:31:41,1186.0,moneyfund,payment,tangible goods trade,u006,u002
2,2023-09-15 20:26:54,4800.0,debit_card,payment,instant transfer,u005,u001
3,2023-09-15 20:27:10,531.0,balance,payment,instant transfer,u005,u008
4,2023-09-15 20:57:54,1000.0,moneyfund,payment,transfer to account,u014,u012
5,2023-09-15 21:27:55,998.0,credit_card,payment,instant transfer,u007,u004
6,2023-09-15 22:06:14,500.0,debit_card,payment,instant transfer,u007,u010
7,2023-09-15 22:15:07,500.0,credit_card,payment,O2O,u003,u009
8,2023-09-15 23:24:10,7500.0,moneyfund,payment,transfer to account,u005,u000
9,2023-09-15 23:27:12,7500.0,balance,payment,O2O,u000,u013
10,2023-09-15 23:30:03,7500.0,moneyfund,payment,transfer to account,u013,u005
