index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-04 11:28:28,2999.97,balance,payment,instant transfer,u008,u002
1,2023-09-04 11:28:45,512.0,balance,payment,O2O,u000,u015
2,2023-09-04 14:21:19,5050.0,debit_card,payment,instant transfer,u008,u002
3,2023-09-04 18:19:52,5000.0,moneyfund,payment,tangible goods trade,u001,u004
4,2023-09-04 18:38:09,1000.0,credit_card,payment,O2O,u010,u009
5,2023-09-04 18:52:26,1900.0,moneyfund,payment,transfer to account,u003,u016
6,2023-09-04 20:00:26,499.96,debit_card,payment,instant transfer,u012,u002
7,2023-09-04 21:24:51,1000.0,balance,payment,transfer to account,u015,u009
8,2023-09-04 22:17:18,800.0,balance,transfer to card,others,u014,u012
9,2023-09-04 22:30:24,50000.0,moneyfund,payment,transfer to account,u009,u004
10,2023-09-04 22:33:51,666.0,balance,payment,instant transfer,u007,u014
11,2023-09-04 22:40:45,1000.0,balance,transfer to card,others,u011,u016
12,2023-09-04 23:34:00,10000.0,balance,payment,transfer to account,u002,u012
13,2023-09-04 23:37:02,1000.0,debit_card,payment,transfer to account,u004,u005
14,2023-09-04 23:37:23,1000.0,other,payment,transfer to account,u005,u011
15,2023-09-04 23:37:29,1200.0,other,payment,transfer to account,u004,u013
16,2023-09-04 23:37:34,1200.0,debit_card,payment,transfer to account,u013,u011
17,2023-09-04 23:38:02,1600.0,debit_card,payment,transfer to account,u004,u012
18,2023-09-04 23:38:55,1600.0,moneyfund,payment,transfer to account,u012,u011
19,2023-09-04 23:41:46,1200.0,moneyfund,payment,transfer to account,u004,u006
20,2023-09-04 23:44:13,1200.0,debit_card,payment,transfer to account,u006,u011
21,2023-09-04 23:46:10,1000.0,moneyfund,payment,transfer to account,u015,u009
