index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-10 01:55:49,648.0,debit_card,payment,instant transfer,u019,u023
1,2023-09-10 14:45:49,815.9,balance,payment,instant transfer,u006,u021
2,2023-09-10 15:00:23,710.0,balance,payment,instant transfer,u006,u024
3,2023-09-10 15:16:02,499.0,moneyfund,transfer to card,others,u014,u026
4,2023-09-10 17:09:22,849.0,alicredit,payment,instant transfer,u006,u005
5,2023-09-10 17:11:50,1001.0,balance,transfer to card,transfer to card,u025,u006
6,2023-09-10 17:12:41,699.0,moneyfund,payment,instant transfer,u025,u006
7,2023-09-10 19:05:38,497.0,moneyfund,payment,instant transfer,u022,u003
8,2023-09-10 19:10:48,2000.0,debit_card,payment,transfer to account,u022,u020
9,2023-09-10 19:12:01,1000.0,moneyfund,payment,transfer to account,u007,u015
10,2023-09-10 19:14:16,500.0,moneyfund,payment,transfer to account,u007,u006
11,2023-09-10 19:26:17,1999.0,moneyfund,payment,instant transfer,u010,u000
12,2023-09-10 20:34:46,799.0,moneyfund,payment,transfer to account,u025,u021
13,2023-09-10 21:01:29,3100.0,moneyfund,payment,transfer to account,u012,u005
14,2023-09-10 21:01:44,3100.0,moneyfund,payment,instant transfer,u005,u020
15,2023-09-10 21:39:44,1500.0,balance,payment,instant transfer,u022,u000
16,2023-09-10 22:29:32,886.0,credit_card,payment,instant transfer,u009,u027
17,2023-09-10 22:33:11,500.0,balance,transfer to card,others,u027,u009
18,2023-09-10 22:33:37,500.0,balance,transfer to card,others,u027,u009
19,2023-09-10 22:33:41,1000.0,debit_card,payment,transfer to account,u018,u023
20,2023-09-10 22:34:29,500.0,balance,transfer to card,others,u027,u017
21,2023-09-10 22:40:20,2039.0,moneyfund,payment,instant transfer,u028,u008
22,2023-09-10 22:49:37,500.0,debit_card,payment,instant transfer,u009,u013
23,2023-09-10 23:03:47,1000.0,balance,payment,transfer to account,u018,u006
24,2023-09-10 23:10:59,599.0,credit_card,payment,instant transfer,u011,u002
25,2023-09-10 23:11:34,1000.0,balance,payment,transfer to account,u020,u026
26,2023-09-10 23:30:22,3800.0,,payment,tangible goods trade,u016,u001
27,2023-09-10 23:30:26,3800.0,alicredit,payment,transfer to account,u001,u004
28,2023-09-10 23:36:03,50000.0,debit_card,payment,transfer to account,u010,u003
29,2023-09-10 23:38:12,3800.0,debit_card,payment,transfer to account,u004,u016
30,2023-09-10 23:45:23,682.0,balance,payment,instant transfer,u024,u006
31,2023-09-10 23:46:56,687.5,credit_card,payment,instant transfer,u024,u021
32,2023-09-10 23:47:39,849.0,debit_card,payment,instant transfer,u024,u006
