index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-02 05:53:42,3000.0,balance,transfer to card,others,u015,u007
1,2023-09-02 08:19:40,3000.0,moneyfund,payment,instant transfer,u015,u012
2,2023-09-02 12:24:06,5005.0,balance,transfer to card,others,u002,u010
3,2023-09-02 14:43:19,600.0,moneyfund,payment,transfer to account,u005,u010
4,2023-09-02 14:52:42,5000.0,balance,transfer to card,others,u013,u011
5,2023-09-02 16:58:09,5400.0,balance,payment,instant transfer,u010,u003
6,2023-09-02 17:02:50,5400.0,moneyfund,payment,instant transfer,u003,u011
7,2023-09-02 17:06:27,5400.0,balance,payment,transfer to account,u011,u010
8,2023-09-02 20:16:47,500.0,credit_card,payment,O2O,u008,u010
9,2023-09-02 20:18:41,1000.0,debit_card,payment,O2O,u008,u009
10,2023-09-02 21:34:01,1000.0,balance,transfer to card,others,u003,u001
11,2023-09-02 21:34:57,10000.0,balance,transfer to card,others,u003,u001
12,2023-09-02 22:15:26,500.0,moneyfund,payment,transfer to account,u014,u011
13,2023-09-02 22:21:19,800.0,moneyfund,payment,transfer to account,u009,u010
14,2023-09-02 22:30:32,800.0,moneyfund,payment,instant transfer,u014,u013
15,2023-09-02 22:33:12,648.0,debit_card,payment,instant transfer,u014,u013
16,2023-09-02 22:39:08,500.0,balance,payment,instant transfer,u000,u012
17,2023-09-02 22:40:07,8600.0,moneyfund,payment,O2O,u010,u006
18,2023-09-02 22:41:45,8600.0,moneyfund,payment,O2O,u006,u004
19,2023-09-02 22:42:07,8600.0,moneyfund,payment,instant transfer,u004,u010
