index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-03 16:30:19,4100.0,debit_card,payment,instant transfer,u005,u013
1,2023-09-03 16:33:54,4100.0,debit_card,payment,instant transfer,u013,u018
2,2023-09-03 16:34:47,4100.0,debit_card,payment,transfer to account,u018,u005
3,2023-09-03 16:36:20,1314.0,alicredit,payment,tangible goods trade,u001,u005
4,2023-09-03 18:13:19,5422.0,moneyfund,payment,transfer to account,u016,u011
5,2023-09-03 18:19:38,2600.0,debit_card,payment,tangible goods trade,u005,u012
6,2023-09-03 18:19:49,2600.0,debit_card,payment,instant transfer,u012,u003
7,2023-09-03 18:28:06,2600.0,moneyfund,payment,instant transfer,u003,u005
8,2023-09-03 18:36:53,520.0,debit_card,payment,credit payment,u019,u015
9,2023-09-03 18:36:53,574.0,debit_card,payment,credit payment,u019,u011
10,2023-09-03 18:37:22,762.0,debit_card,payment,credit payment,u019,u008
11,2023-09-03 19:11:11,5000.0,balance,transfer to card,others,u016,u004
12,2023-09-03 19:11:42,5000.0,balance,transfer to card,others,u016,u008
13,2023-09-03 20:07:39,10000.0,balance,payment,transfer to account,u015,u002
14,2023-09-03 20:13:37,1000.0,balance,transfer to card,others,u016,u007
15,2023-09-03 20:21:57,500.0,balance,payment,transfer to account,u001,u005
16,2023-09-03 21:03:49,2039.0,credit_card,payment,instant transfer,u017,u006
17,2023-09-03 21:06:02,80000.0,moneyfund,payment,transfer to account,u005,u001
18,2023-09-03 21:06:26,998.0,moneyfund,payment,instant transfer,u005,u001
19,2023-09-03 21:25:47,10000.0,other,transfer to card,others,u015,u000
20,2023-09-03 21:26:37,4900.0,moneyfund,payment,tangible goods trade,u005,u014
21,2023-09-03 21:32:24,4900.0,debit_card,payment,transfer to account,u014,u010
22,2023-09-03 21:33:56,4900.0,balance,payment,transfer to account,u010,u005
23,2023-09-03 22:08:51,50000.0,balance,transfer to card,others,u009,u017
24,2023-09-03 22:33:31,600.0,debit_card,payment,instant transfer,u008,u016
25,2023-09-03 23:06:02,736.0,debit_card,payment,instant transfer,u008,u019
26,2023-09-03 23:25:11,599.0,credit_card,payment,instant transfer,u007,u016
