index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-04 14:06:05,1080.0,balance,payment,instant transfer,u007,u008
1,2023-09-04 16:02:52,600.0,balance,payment,transfer to account,u013,u023
2,2023-09-04 16:22:05,7100.0,moneyfund,payment,instant transfer,u004,u021
3,2023-09-04 16:27:06,47547.0,balance,transfer to card,transfer to card,u004,u021
4,2023-09-04 16:46:19,8200.0,balance,payment,instant transfer,u006,u011
5,2023-09-04 16:46:30,8200.0,debit_card,payment,instant transfer,u011,u002
6,2023-09-04 16:50:41,8200.0,moneyfund,payment,instant transfer,u002,u006
7,2023-09-04 18:04:54,1000.0,debit_card,payment,instant transfer,u003,u020
8,2023-09-04 18:11:36,1000.0,moneyfund,payment,transfer to account,u007,u010
9,2023-09-04 20:39:24,707.0,debit_card,payment,instant transfer,u015,u024
10,2023-09-04 20:46:28,500.0,balance,payment,instant transfer,u001,u005
11,2023-09-04 21:01:11,5000.0,credit_card,payment,instant transfer,u016,u018
12,2023-09-04 21:11:41,16068.0,balance,payment,O2O,u026,u017
13,2023-09-04 21:12:46,1000.0,balance,payment,O2O,u026,u016
14,2023-09-04 21:26:32,20000.0,moneyfund,payment,transfer to account,u012,u008
15,2023-09-04 21:27:46,40000.0,moneyfund,payment,transfer to account,u012,u009
16,2023-09-04 21:41:05,500.0,balance,transfer to card,others,u014,u026
17,2023-09-04 21:54:42,498.0,moneyfund,payment,transfer to account,u008,u016
18,2023-09-04 22:00:14,6000.0,balance,transfer to card,others,u026,u016
19,2023-09-04 22:09:23,7000.0,balance,transfer to card,others,u023,u017
20,2023-09-04 22:35:29,1970.0,balance,payment,transfer to account,u022,u016
21,2023-09-04 22:36:23,1500.0,balance,transfer to card,transfer to card,u022,u016
22,2023-09-04 23:02:42,1000.0,balance,payment,transfer to account,u000,u019
23,2023-09-04 23:06:56,50000.0,moneyfund,transfer to card,others,u022,u003
24,2023-09-04 23:20:51,1000.0,balance,payment,transfer to account,u000,u024
25,2023-09-04 23:44:11,4919.0,moneyfund,payment,transfer to account,u006,u005
26,2023-09-04 23:47:13,999.0,moneyfund,payment,instant transfer,u006,u025
