index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-14 13:09:48,4800.0,debit_card,payment,instant transfer,u011,u003
1,2023-09-14 13:14:38,497.5,debit_card,payment,instant transfer,u011,u017
2,2023-09-14 15:37:01,800.0,balance,payment,transfer to account,u021,u022
3,2023-09-14 16:39:17,5000.0,credit_card,payment,O2O,u001,u012
4,2023-09-14 17:23:30,2358.0,credit_card,payment,O2O,u008,u014
5,2023-09-14 17:53:52,1000.0,balance,transfer to card,others,u023,u019
6,2023-09-14 18:30:18,1200.0,moneyfund,payment,instant transfer,u019,u018
7,2023-09-14 20:14:16,8750.0,balance,transfer to card,others,u006,u014
8,2023-09-14 21:22:45,1000.0,alicredit,payment,instant transfer,u022,u010
9,2023-09-14 21:33:06,400.0,debit_card,payment,instant transfer,u011,u000
10,2023-09-14 21:35:22,900.0,debit_card,payment,instant transfer,u020,u000
11,2023-09-14 21:36:02,700.0,debit_card,payment,instant transfer,u015,u000
12,2023-09-14 21:38:04,1000.0,debit_card,payment,instant transfer,u000,u025
13,2023-09-14 21:38:37,1000.0,debit_card,payment,instant transfer,u000,u022
14,2023-09-14 21:44:09,1200.0,moneyfund,payment,transfer to account,u015,u009
15,2023-09-14 22:10:43,500.0,moneyfund,transfer to card,others,u007,u012
16,2023-09-14 22:26:45,2000.0,balance,transfer to card,transfer to card,u013,u019
17,2023-09-14 22:39:32,2998.0,credit_card,payment,instant transfer,u016,u019
18,2023-09-14 22:40:28,1500.0,moneyfund,payment,instant transfer,u016,u013
19,2023-09-14 22:43:52,500.5,balance,transfer to card,others,u024,u020
20,2023-09-14 22:52:17,600.0,balance,payment,instant transfer,u015,u009
21,2023-09-14 23:09:39,5000.0,balance,transfer to card,others,u016,u026
22,2023-09-14 23:10:36,500.0,balance,payment,transfer to account,u020,u002
23,2023-09-14 23:20:29,500.0,balance,payment,instant transfer,u020,u002
24,2023-09-14 23:27:29,1000.0,alicredit,payment,instant transfer,u004,u005
