index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-09 08:51:03,3000.0,balance,payment,transfer to account,u000,u008
1,2023-09-09 11:02:48,10000.0,moneyfund,payment,instant transfer,u000,u009
2,2023-09-09 13:06:24,1000.0,balance,transfer to card,others,u007,u003
3,2023-09-09 13:12:46,2999.0,debit_card,payment,O2O,u002,u012
4,2023-09-09 17:32:53,515.0,balance,payment,credit payment,u011,u002
5,2023-09-09 21:48:28,600.0,balance,payment,transfer to account,u006,u010
6,2023-09-09 22:33:00,6200.0,alicredit,payment,transfer to account,u001,u004
7,2023-09-09 22:39:16,6200.0,debit_card,payment,transfer to account,u004,u005
8,2023-09-09 22:40:40,6200.0,moneyfund,payment,tangible goods trade,u005,u001
9,2023-09-09 23:50:25,6200.0,balance,payment,O2O,u001,u006
10,2023-09-09 23:54:12,6200.0,balance,payment,instant transfer,u006,u000
11,2023-09-09 23:58:24,2340.0,moneyfund,payment,instant transfer,u003,u006
12,2023-09-09 23:58:43,6200.0,moneyfund,payment,instant transfer,u000,u001
