index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-01 13:16:35,10000.0,moneyfund,payment,transfer to account,u001,u002
1,2023-09-01 13:27:03,50000.0,moneyfund,payment,transfer to account,u001,u002
2,2023-09-01 13:30:13,715.5,moneyfund,payment,instant transfer,u001,u000
3,2023-09-01 13:31:27,50000.0,moneyfund,payment,instant transfer,u001,u007
4,2023-09-01 14:43:00,1500.0,debit_card,payment,tangible goods trade,u007,u001
5,2023-09-01 15:06:33,4100.0,balance,payment,transfer to account,u011,u002
6,2023-09-01 15:07:12,4100.0,moneyfund,transfer to card,transfer to card,u002,u005
7,2023-09-01 15:22:44,1000.0,balance,payment,tangible goods trade,u007,u010
8,2023-09-01 15:58:14,5299.0,balance,payment,O2O,u011,u006
9,2023-09-01 16:36:32,850.0,debit_card,payment,tangible goods trade,u007,u009
10,2023-09-01 18:14:20,4710.0,balance,payment,transfer to account,u009,u001
11,2023-09-01 19:08:39,10000.0,balance,transfer to card,others,u006,u005
12,2023-09-01 19:08:39,10000.0,other,transfer to card,others,u006,u008
13,2023-09-01 19:10:42,1000.0,moneyfund,payment,transfer to account,u006,u003
14,2023-09-01 20:32:05,600.0,debit_card,payment,transfer to account,u008,u004
15,2023-09-01 21:48:31,885.0,credit_card,payment,O2O,u008,u007
16,2023-09-01 22:01:12,1500.0,debit_card,payment,instant transfer,u012,u002
17,2023-09-01 22:25:21,680.0,credit_card,payment,instant transfer,u012,u002
18,2023-09-01 22:58:43,3500.0,moneyfund,payment,transfer to account,u002,u007
19,2023-09-01 23:02:14,500.0,debit_card,payment,transfer to account,u003,u005
20,2023-09-01 23:03:09,1200.0,debit_card,payment,transfer to account,u003,u004
21,2023-09-01 23:40:56,10000.0,balance,transfer to card,others,u011,u008
22,2023-09-01 23:44:20,2002.0,balance,transfer to card,others,u004,u003
23,2023-09-01 23:44:53,3000.0,moneyfund,transfer to card,others,u004,u008
24,2023-09-01 23:46:42,1600.0,balance,transfer to card,others,u004,u005
