index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-12 16:44:28,500.0,balance,transfer to card,others,u009,u006
1,2023-09-12 16:55:23,1000.0,debit_card,payment,instant transfer,u010,u005
2,2023-09-12 17:09:09,1000.0,balance,transfer to card,others,u003,u000
3,2023-09-12 17:54:04,540.0,debit_card,payment,transfer to account,u007,u000
4,2023-09-12 20:13:32,699.0,debit_card,payment,instant transfer,u006,u009
5,2023-09-12 21:20:32,799.0,debit_card,payment,instant transfer,u011,u001
6,2023-09-12 22:03:41,1001.0,debit_card,transfer to card,transfer to card,u002,u005
7,2023-09-12 22:44:04,2580.0,credit_card,payment,instant transfer,u000,u003
8,2023-09-12 22:44:27,1020.0,moneyfund,payment,instant transfer,u000,u008
9,2023-09-12 23:07:35,999.0,moneyfund,payment,instant transfer,u004,u005
