index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-15 06:12:24,1050.0,moneyfund,payment,transfer to account,u020,u000
1,2023-09-15 14:32:13,836.0,moneyfund,payment,instant transfer,u015,u013
2,2023-09-15 17:43:20,2500.0,moneyfund,transfer to card,transfer to card,u009,u000
3,2023-09-15 19:15:02,800.0,moneyfund,payment,instant transfer,u004,u005
4,2023-09-15 19:17:45,1000.0,moneyfund,transfer to card,others,u004,u008
5,2023-09-15 20:26:54,4800.0,debit_card,payment,instant transfer,u013,u012
6,2023-09-15 20:27:10,531.0,balance,payment,instant transfer,u013,u001
7,2023-09-15 21:05:11,1000.0,debit_card,payment,instant transfer,u011,u016
8,2023-09-15 21:23:14,10000.0,balance,payment,transfer to account,u014,u000
9,2023-09-15 22:05:48,791.75,moneyfund,payment,tangible goods trade,u018,u010
10,2023-09-15 22:06:48,1000.0,balance,transfer to card,others,u006,u002
11,2023-09-15 23:23:30,1000.0,balance,transfer to card,others,u007,u010
12,2023-09-15 23:24:10,7500.0,moneyfund,payment,transfer to account,u013,u019
13,2023-09-15 23:27:03,50050.0,balance,transfer to card,transfer to card,u017,u000
14,2023-09-15 23:27:12,7500.0,balance,payment,O2O,u019,u003
15,2023-09-15 23:30:03,7500.0,moneyfund,payment,transfer to account,u003,u013
