index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-01 11:28:10,599.0,debit_card,payment,tangible goods trade,u001,u022
1,2023-09-01 12:41:51,9999.0,moneyfund,payment,instant transfer,u015,u012
2,2023-09-01 13:10:08,3986.0,moneyfund,payment,instant transfer,u015,u012
3,2023-09-01 16:40:32,555.0,balance,payment,instant transfer,u005,u021
4,2023-09-01 17:09:11,1000.0,balance,payment,instant transfer,u018,u014
5,2023-09-01 17:34:29,1099.0,moneyfund,payment,instant transfer,u017,u024
6,2023-09-01 18:29:57,3300.0,debit_card,payment,instant transfer,u012,u002
7,2023-09-01 18:34:29,3300.0,balance,payment,transfer to account,u002,u020
8,2023-09-01 18:35:12,3300.0,moneyfund,payment,O2O,u020,u012
9,2023-09-01 18:47:38,20000.0,balance,payment,transfer to account,u018,u017
10,2023-09-01 18:58:04,2002.0,moneyfund,transfer to card,transfer to card,u008,u017
11,2023-09-01 19:03:46,2702.7,debit_card,transfer to card,transfer to card,u008,u006
12,2023-09-01 19:04:24,2300.0,balance,transfer to card,transfer to card,u008,u004
13,2023-09-01 19:05:19,3000.0,balance,transfer to card,transfer to card,u008,u013
14,2023-09-01 19:06:24,2500.0,balance,transfer to card,transfer to card,u008,u010
15,2023-09-01 19:34:26,888.0,moneyfund,transfer to card,others,u022,u010
16,2023-09-01 19:46:10,1999.0,debit_card,payment,transfer to account,u025,u004
17,2023-09-01 20:17:01,1000.0,moneyfund,transfer to card,others,u021,u011
18,2023-09-01 21:21:51,20000.0,balance,payment,transfer to account,u003,u012
19,2023-09-01 22:50:37,30000.0,balance,transfer to card,others,u006,u005
20,2023-09-01 22:55:12,1000.0,moneyfund,payment,transfer to account,u007,u016
21,2023-09-01 23:05:49,1000.0,balance,payment,transfer to account,u019,u023
22,2023-09-01 23:36:49,1900.0,balance,payment,tangible goods trade,u012,u009
23,2023-09-01 23:37:05,1900.0,moneyfund,payment,transfer to account,u009,u000
24,2023-09-01 23:38:43,1900.0,balance,payment,transfer to account,u000,u012
