index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-04 00:34:54,1000.0,moneyfund,transfer to card,others,u021,u023
1,2023-09-04 02:06:46,500.0,debit_card,payment,transfer to account,u021,u005
2,2023-09-04 03:33:11,648.0,balance,payment,instant transfer,u021,u026
3,2023-09-04 13:17:35,5000.0,balance,transfer to card,others,u024,u013
4,2023-09-04 14:09:26,497.5,credit_card,payment,instant transfer,u015,u008
5,2023-09-04 14:19:31,1470.0,balance,payment,transfer to account,u025,u018
6,2023-09-04 14:48:20,2000.0,debit_card,payment,O2O,u027,u008
7,2023-09-04 14:50:29,5000.0,credit_card,payment,O2O,u006,u020
8,2023-09-04 15:07:21,5000.0,balance,payment,transfer to account,u024,u001
9,2023-09-04 15:20:54,10000.0,balance,transfer to card,others,u011,u019
10,2023-09-04 15:32:50,1000.0,debit_card,payment,O2O,u016,u026
11,2023-09-04 16:06:28,4464.4,balance,transfer to card,others,u010,u019
12,2023-09-04 16:48:29,2980.0,alicredit,payment,O2O,u027,u025
13,2023-09-04 17:01:18,900.0,moneyfund,payment,transfer to account,u011,u019
14,2023-09-04 17:02:40,500.5,balance,transfer to card,others,u010,u007
15,2023-09-04 17:03:13,2000.0,balance,transfer to card,others,u010,u019
16,2023-09-04 17:14:50,500.0,moneyfund,payment,O2O,u027,u012
17,2023-09-04 17:20:53,2849.0,moneyfund,payment,instant transfer,u009,u022
18,2023-09-04 18:06:28,1000.0,moneyfund,payment,transfer to account,u007,u003
19,2023-09-04 18:29:24,5000.0,moneyfund,payment,transfer to account,u010,u006
20,2023-09-04 19:13:10,1850.0,debit_card,payment,tangible goods trade,u013,u024
21,2023-09-04 20:21:27,2400.0,balance,transfer to card,transfer to card,u016,u026
22,2023-09-04 20:22:13,2149.0,balance,transfer to card,transfer to card,u016,u020
23,2023-09-04 20:22:47,2600.0,balance,transfer to card,transfer to card,u016,u020
24,2023-09-04 20:23:09,2000.0,balance,transfer to card,transfer to card,u016,u008
25,2023-09-04 20:28:30,2000.0,balance,transfer to card,transfer to card,u016,u026
26,2023-09-04 20:29:57,2031.0,balance,transfer to card,transfer to card,u016,u008
27,2023-09-04 20:30:35,2222.0,balance,transfer to card,transfer to card,u016,u008
28,2023-09-04 20:31:51,2000.9,balance,transfer to card,transfer to card,u016,u011
29,2023-09-04 20:32:23,10000.0,moneyfund,transfer to card,transfer to card,u016,u011
30,2023-09-04 20:47:44,1001.0,moneyfund,transfer to card,transfer to card,u016,u011
31,2023-09-04 22:02:45,630.0,moneyfund,payment,instant transfer,u023,u027
32,2023-09-04 22:08:57,980.0,moneyfund,payment,transfer to account,u012,u005
33,2023-09-04 22:35:23,1000.0,balance,transfer to card,others,u002,u017
34,2023-09-04 23:03:39,3800.0,other,payment,transfer to account,u004,u000
35,2023-09-04 23:09:07,3800.0,debit_card,payment,transfer to account,u000,u022
36,2023-09-04 23:09:30,4200.0,debit_card,payment,transfer to account,u004,u017
37,2023-09-04 23:11:29,10000.0,other,transfer to card,others,u000,u024
38,2023-09-04 23:12:24,4200.0,debit_card,payment,transfer to account,u017,u022
39,2023-09-04 23:12:29,10000.0,moneyfund,transfer to card,others,u000,u013
40,2023-09-04 23:29:03,1250.0,moneyfund,payment,transfer to account,u026,u012
41,2023-09-04 23:46:17,520.0,debit_card,payment,instant transfer,u022,u014
42,2023-09-04 23:54:12,4000.0,balance,payment,instant transfer,u004,u000
