index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-02 14:20:48,4999.0,balance,payment,instant transfer,u014,u003
1,2023-09-02 15:17:17,4899.0,balance,payment,instant transfer,u014,u015
2,2023-09-02 15:22:08,10000.0,debit_card,payment,instant transfer,u014,u006
3,2023-09-02 15:34:58,502.0,balance,payment,credit payment,u007,u001
4,2023-09-02 15:34:59,534.0,balance,payment,credit payment,u007,u005
5,2023-09-02 16:11:52,1100.0,moneyfund,payment,transfer to account,u011,u010
6,2023-09-02 16:39:46,4999.0,balance,payment,instant transfer,u014,u006
7,2023-09-02 17:23:09,1000.0,debit_card,payment,instant transfer,u004,u002
8,2023-09-02 18:14:34,1700.0,moneyfund,payment,instant transfer,u012,u015
9,2023-09-02 18:18:40,1700.0,moneyfund,payment,instant transfer,u015,u013
10,2023-09-02 18:23:01,1700.0,balance,payment,instant transfer,u013,u012
11,2023-09-02 18:44:06,500.0,debit_card,payment,O2O,u012,u010
12,2023-09-02 19:18:21,1280.0,balance,payment,instant transfer,u009,u007
13,2023-09-02 19:36:47,500.0,balance,payment,O2O,u012,u011
14,2023-09-02 19:54:03,500.0,moneyfund,payment,instant transfer,u005,u001
15,2023-09-02 20:24:37,2600.0,moneyfund,payment,transfer to account,u013,u008
16,2023-09-02 21:24:15,1000.0,balance,transfer to card,others,u002,u000
17,2023-09-02 21:24:24,1000.0,moneyfund,payment,transfer to account,u002,u015
18,2023-09-02 22:18:13,2000.0,debit_card,payment,instant transfer,u001,u005
19,2023-09-02 23:48:44,798.95,moneyfund,payment,instant transfer,u003,u006
