index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-03 05:37:03,8008.0,balance,transfer to card,others,u003,u004
1,2023-09-03 15:44:53,550.0,moneyfund,payment,instant transfer,u006,u000
2,2023-09-03 18:34:56,1100.0,balance,transfer to card,others,u013,u007
3,2023-09-03 18:37:15,7827.82,moneyfund,transfer to card,transfer to card,u004,u003
4,2023-09-03 18:40:10,10000.0,balance,transfer to card,others,u013,u007
5,2023-09-03 20:29:04,1200.0,moneyfund,payment,instant transfer,u013,u007
6,2023-09-03 21:03:13,16000.0,balance,transfer to card,others,u007,u010
7,2023-09-03 22:06:23,1000.0,balance,transfer to card,others,u000,u001
8,2023-09-03 22:06:35,1292.0,balance,transfer to card,others,u000,u001
9,2023-09-03 22:06:37,1000.0,balance,transfer to card,others,u000,u006
10,2023-09-03 22:21:40,1779.0,debit_card,payment,instant transfer,u000,u006
11,2023-09-03 22:43:26,1998.0,balance,payment,instant transfer,u014,u007
12,2023-09-03 23:34:25,3000.0,moneyfund,payment,instant transfer,u001,u011
13,2023-09-03 23:34:49,3000.0,credit_card,payment,transfer to account,u011,u007
14,2023-09-03 23:35:37,1995.0,balance,transfer to card,withdrawal,u014,u007
15,2023-09-03 23:35:50,2112.0,balance,transfer to card,withdrawal,u014,u010
16,2023-09-03 23:40:10,3000.0,moneyfund,payment,instant transfer,u007,u001
17,2023-09-03 23:45:55,2210.0,balance,transfer to card,others,u012,u011
18,2023-09-03 23:46:05,1900.0,balance,transfer to card,withdrawal,u012,u011
19,2023-09-03 23:46:18,2500.0,balance,transfer to card,withdrawal,u012,u005
20,2023-09-03 23:47:03,2099.99,balance,payment,instant transfer,u011,u002
21,2023-09-03 23:48:51,1000.0,moneyfund,payment,transfer to account,u008,u009
