index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-13 11:27:51,3430.0,debit_card,payment,transfer to account,u018,u015
1,2023-09-13 13:16:16,3800.0,moneyfund,payment,instant transfer,u018,u009
2,2023-09-13 14:06:48,599.0,credit_card,payment,tangible goods trade,u002,u001
3,2023-09-13 14:12:44,1199.0,debit_card,payment,tangible goods trade,u002,u019
4,2023-09-13 14:14:16,2000.0,balance,payment,instant transfer,u004,u009
5,2023-09-13 15:01:45,1080.0,debit_card,payment,tangible goods trade,u002,u000
6,2023-09-13 17:18:58,3300.0,credit_card,payment,instant transfer,u002,u013
7,2023-09-13 17:26:25,3300.0,balance,payment,transfer to account,u013,u009
8,2023-09-13 17:27:09,3300.0,moneyfund,payment,instant transfer,u009,u002
9,2023-09-13 18:02:57,5000.0,balance,payment,transfer to account,u009,u008
10,2023-09-13 20:01:26,3200.0,moneyfund,payment,transfer to account,u017,u018
11,2023-09-13 20:40:46,503.0,debit_card,payment,O2O,u013,u011
12,2023-09-13 21:06:02,527.0,credit_card,payment,O2O,u013,u012
13,2023-09-13 21:06:24,4560.0,alicredit,payment,O2O,u013,u011
14,2023-09-13 21:45:02,3000.0,debit_card,payment,instant transfer,u006,u003
15,2023-09-13 21:49:00,1000.0,moneyfund,payment,transfer to account,u016,u011
16,2023-09-13 22:04:52,699.0,moneyfund,payment,instant transfer,u015,u009
17,2023-09-13 22:50:55,500.0,moneyfund,payment,transfer to account,u005,u010
18,2023-09-13 23:37:23,30000.0,balance,transfer to card,others,u003,u007
19,2023-09-13 23:37:40,27300.0,other,transfer to card,others,u003,u007
20,2023-09-13 23:37:40,8540.0,balance,transfer to card,others,u003,u006
21,2023-09-13 23:49:39,900.0,debit_card,payment,transfer to account,u014,u003
