index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-06 01:29:05,498.0,debit_card,payment,instant transfer,u016,u003
1,2023-09-06 11:40:06,8800.0,moneyfund,payment,transfer to account,u012,u019
2,2023-09-06 11:41:00,8800.0,moneyfund,payment,instant transfer,u019,u002
3,2023-09-06 11:48:34,13515.0,balance,transfer to card,others,u001,u017
4,2023-09-06 11:48:37,8800.0,debit_card,payment,transfer to account,u002,u012
5,2023-09-06 15:16:36,1248.0,debit_card,payment,instant transfer,u005,u000
6,2023-09-06 15:31:25,2900.0,moneyfund,payment,instant transfer,u022,u008
7,2023-09-06 15:58:55,1700.0,balance,payment,instant transfer,u001,u015
8,2023-09-06 16:01:09,5000.0,balance,payment,transfer to account,u004,u003
9,2023-09-06 16:02:56,550.0,moneyfund,payment,transfer to account,u004,u014
10,2023-09-06 16:43:34,500.0,balance,transfer to card,others,u004,u017
11,2023-09-06 17:00:19,2000.0,balance,payment,transfer to account,u001,u015
12,2023-09-06 17:09:34,1312.0,balance,payment,instant transfer,u007,u008
13,2023-09-06 18:27:26,1000.0,moneyfund,payment,transfer to account,u001,u011
14,2023-09-06 18:37:20,2090.0,balance,payment,instant transfer,u007,u008
15,2023-09-06 19:11:51,620.0,credit_card,payment,O2O,u018,u020
16,2023-09-06 19:21:20,688.0,debit_card,payment,instant transfer,u012,u009
17,2023-09-06 19:44:23,9000.0,balance,payment,instant transfer,u023,u017
18,2023-09-06 20:12:51,2000.0,balance,transfer to card,others,u011,u001
19,2023-09-06 20:15:14,1780.0,credit_card,payment,O2O,u011,u016
20,2023-09-06 20:35:14,1080.0,debit_card,payment,O2O,u020,u018
21,2023-09-06 21:12:52,1320.0,balance,transfer to card,others,u008,u007
22,2023-09-06 21:14:10,1000.0,balance,transfer to card,others,u008,u021
23,2023-09-06 22:20:17,1000.0,balance,transfer to card,transfer to card,u014,u011
24,2023-09-06 22:20:47,800.8,moneyfund,transfer to card,transfer to card,u014,u004
25,2023-09-06 23:44:24,18000.0,moneyfund,payment,instant transfer,u010,u000
26,2023-09-06 23:50:09,1050.0,moneyfund,payment,instant transfer,u013,u006
