index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-05 06:34:47,500.0,balance,transfer to card,others,u017,u011
1,2023-09-05 06:35:17,4600.0,balance,transfer to card,others,u017,u001
2,2023-09-05 12:46:13,1700.0,credit_card,payment,instant transfer,u001,u004
3,2023-09-05 12:47:11,1998.72,debit_card,payment,instant transfer,u001,u002
4,2023-09-05 13:47:00,1200.0,debit_card,payment,tangible goods trade,u006,u004
5,2023-09-05 14:28:44,1920.0,debit_card,payment,tangible goods trade,u006,u001
6,2023-09-05 16:08:19,10000.0,moneyfund,payment,transfer to account,u013,u008
7,2023-09-05 16:19:38,50000.0,balance,payment,transfer to account,u013,u009
8,2023-09-05 17:23:51,2000.0,moneyfund,payment,instant transfer,u016,u003
9,2023-09-05 17:26:41,515.0,moneyfund,payment,tangible goods trade,u011,u015
10,2023-09-05 18:16:27,2780.0,credit_card,payment,tangible goods trade,u000,u003
11,2023-09-05 19:29:09,600.6,moneyfund,transfer to card,others,u018,u014
12,2023-09-05 19:29:51,2000.0,moneyfund,payment,transfer to account,u000,u003
13,2023-09-05 20:08:06,2680.0,moneyfund,payment,tangible goods trade,u015,u011
14,2023-09-05 20:17:13,500.0,moneyfund,payment,transfer to account,u018,u004
15,2023-09-05 20:49:39,497.5,debit_card,payment,instant transfer,u007,u004
16,2023-09-05 22:47:27,1000.0,debit_card,payment,tangible goods trade,u009,u008
17,2023-09-05 23:06:05,2400.0,balance,transfer to card,transfer to card,u012,u005
18,2023-09-05 23:12:13,900.0,balance,transfer to card,transfer to card,u012,u005
19,2023-09-05 23:17:49,970.0,balance,payment,transfer to account,u014,u010
20,2023-09-05 23:19:25,1000.0,balance,transfer to card,transfer to card,u012,u005
