index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-15 12:33:28,26900.0,moneyfund,payment,instant transfer,u007,u018
1,2023-09-15 15:49:02,648.0,moneyfund,payment,instant transfer,u013,u003
2,2023-09-15 17:35:50,1699.0,balance,payment,instant transfer,u005,u016
3,2023-09-15 17:47:26,2902.0,other,transfer to card,others,u014,u008
4,2023-09-15 17:47:26,5000.0,balance,transfer to card,others,u014,u008
5,2023-09-15 17:48:20,3000.0,balance,transfer to card,others,u014,u003
6,2023-09-15 18:26:16,3000.0,alicredit,payment,instant transfer,u001,u009
7,2023-09-15 18:29:18,3000.0,moneyfund,payment,transfer to account,u001,u018
8,2023-09-15 20:12:46,30000.0,balance,payment,instant transfer,u020,u006
9,2023-09-15 20:14:32,599.0,debit_card,payment,instant transfer,u002,u018
10,2023-09-15 20:20:38,602.0,debit_card,payment,instant transfer,u004,u018
11,2023-09-15 20:45:07,3403.4,moneyfund,transfer to card,transfer to card,u000,u020
12,2023-09-15 20:47:41,1801.8,balance,transfer to card,transfer to card,u000,u015
13,2023-09-15 20:48:15,2602.6,debit_card,transfer to card,transfer to card,u000,u011
14,2023-09-15 20:49:27,2900.0,balance,transfer to card,transfer to card,u000,u020
15,2023-09-15 20:49:47,3003.0,debit_card,transfer to card,transfer to card,u000,u011
16,2023-09-15 20:50:17,3000.0,balance,transfer to card,transfer to card,u000,u011
17,2023-09-15 20:51:07,2500.0,balance,transfer to card,transfer to card,u000,u015
18,2023-09-15 20:52:44,3000.0,moneyfund,transfer to card,transfer to card,u000,u020
19,2023-09-15 20:53:27,3000.0,balance,transfer to card,transfer to card,u000,u020
20,2023-09-15 20:54:15,4004.0,balance,transfer to card,others,u000,u020
21,2023-09-15 20:54:47,3003.0,debit_card,transfer to card,transfer to card,u012,u006
22,2023-09-15 20:57:39,2120.0,moneyfund,transfer to card,transfer to card,u012,u006
23,2023-09-15 20:58:00,2300.0,moneyfund,transfer to card,transfer to card,u012,u003
24,2023-09-15 21:30:13,1700.0,debit_card,payment,instant transfer,u017,u010
25,2023-09-15 21:34:16,3103.1,debit_card,transfer to card,transfer to card,u012,u003
26,2023-09-15 21:35:32,2984.8,balance,transfer to card,transfer to card,u012,u006
27,2023-09-15 21:36:06,2202.2,debit_card,transfer to card,transfer to card,u012,u006
28,2023-09-15 21:36:33,2900.0,balance,transfer to card,transfer to card,u012,u010
29,2023-09-15 21:37:17,2002.0,balance,transfer to card,transfer to card,u012,u010
30,2023-09-15 21:48:59,500.0,balance,transfer to card,transfer to card,u012,u006
31,2023-09-15 22:19:23,2000.0,debit_card,payment,instant transfer,u011,u013
32,2023-09-15 22:20:01,2869.0,moneyfund,payment,O2O,u008,u003
33,2023-09-15 22:20:24,594.0,balance,payment,instant transfer,u011,u015
34,2023-09-15 22:38:36,1000.0,balance,payment,transfer to account,u019,u020
