index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-15 12:34:22,1000.0,debit_card,payment,instant transfer,u008,u006
1,2023-09-15 13:04:35,1679.0,credit_card,payment,instant transfer,u008,u006
2,2023-09-15 18:16:28,2002.0,balance,transfer to card,others,u005,u001
3,2023-09-15 18:35:56,3700.0,moneyfund,payment,instant transfer,u007,u002
4,2023-09-15 18:36:58,3700.0,debit_card,payment,tangible goods trade,u002,u009
5,2023-09-15 18:41:40,3700.0,debit_card,payment,instant transfer,u009,u007
6,2023-09-15 18:49:09,1000.0,balance,transfer to card,others,u005,u007
7,2023-09-15 21:28:34,1400.0,balance,transfer to card,transfer to card,u009,u010
8,2023-09-15 21:28:55,2432.43,balance,transfer to card,transfer to card,u009,u008
9,2023-09-15 21:29:15,1980.0,balance,transfer to card,transfer to card,u009,u010
10,2023-09-15 21:29:38,1501.5,moneyfund,transfer to card,transfer to card,u009,u008
11,2023-09-15 21:30:13,1125.12,balance,transfer to card,transfer to card,u009,u008
12,2023-09-15 21:30:28,2000.0,balance,transfer to card,transfer to card,u009,u008
13,2023-09-15 21:31:05,2200.0,balance,transfer to card,transfer to card,u009,u008
14,2023-09-15 21:31:38,2800.0,balance,transfer to card,transfer to card,u009,u010
15,2023-09-15 21:32:10,1623.62,debit_card,transfer to card,transfer to card,u009,u008
16,2023-09-15 21:33:33,3500.0,moneyfund,payment,instant transfer,u007,u004
17,2023-09-15 21:38:07,3500.0,moneyfund,payment,tangible goods trade,u004,u000
18,2023-09-15 21:38:41,700.7,moneyfund,transfer to card,transfer to card,u009,u010
19,2023-09-15 21:40:38,3500.0,debit_card,payment,instant transfer,u000,u007
20,2023-09-15 21:54:31,8000.0,moneyfund,payment,transfer to account,u002,u003
21,2023-09-15 22:17:58,28000.0,moneyfund,payment,transfer to account,u003,u002
22,2023-09-15 22:42:19,1500.0,debit_card,payment,transfer to account,u007,u005
