index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-08 12:14:18,550.0,moneyfund,payment,transfer to account,u003,u011
1,2023-09-08 12:28:48,1000.0,balance,transfer to card,others,u003,u015
2,2023-09-08 12:37:17,500.0,moneyfund,payment,instant transfer,u003,u014
3,2023-09-08 15:40:52,2388.0,moneyfund,payment,tangible goods trade,u010,u008
4,2023-09-08 16:05:42,933.0,balance,payment,instant transfer,u005,u013
5,2023-09-08 17:05:54,1040.0,alicredit,payment,instant transfer,u009,u013
6,2023-09-08 17:18:17,2320.0,debit_card,payment,tangible goods trade,u010,u008
7,2023-09-08 17:25:06,1000.0,moneyfund,payment,transfer to account,u001,u015
8,2023-09-08 17:39:36,500.5,moneyfund,transfer to card,others,u001,u008
9,2023-09-08 18:11:11,1918.0,moneyfund,transfer to card,transfer to card,u016,u004
10,2023-09-08 19:55:28,4100.0,debit_card,payment,transfer to account,u000,u012
11,2023-09-08 19:56:14,4100.0,debit_card,payment,instant transfer,u012,u002
12,2023-09-08 19:59:12,4100.0,balance,payment,instant transfer,u002,u000
13,2023-09-08 20:53:26,2300.0,balance,transfer to card,others,u010,u013
14,2023-09-08 21:25:32,20000.0,balance,payment,transfer to account,u007,u018
15,2023-09-08 22:25:39,1250.0,debit_card,payment,transfer to account,u017,u006
16,2023-09-08 22:32:02,2000.0,balance,payment,transfer to account,u008,u001
