index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-12 12:23:30,2000.0,balance,transfer to card,others,u008,u017
1,2023-09-12 12:31:16,1000.0,credit_card,payment,O2O,u008,u007
2,2023-09-12 12:35:47,886.0,credit_card,payment,O2O,u008,u016
3,2023-09-12 13:18:08,5000.0,moneyfund,payment,transfer to account,u005,u017
4,2023-09-12 13:50:53,20000.0,balance,payment,transfer to account,u005,u012
5,2023-09-12 13:52:19,1756.0,balance,payment,transfer to account,u005,u000
6,2023-09-12 15:37:15,1400.0,balance,transfer to card,others,u004,u010
7,2023-09-12 15:37:30,1000.0,balance,transfer to card,others,u004,u011
8,2023-09-12 16:53:24,800.0,moneyfund,payment,transfer to account,u003,u020
9,2023-09-12 17:11:13,520.0,moneyfund,payment,transfer to account,u006,u007
10,2023-09-12 17:34:53,2673.7,debit_card,payment,instant transfer,u017,u002
11,2023-09-12 19:08:06,1000.0,moneyfund,payment,instant transfer,u009,u017
12,2023-09-12 19:27:28,3880.0,debit_card,payment,instant transfer,u000,u013
13,2023-09-12 19:30:45,532.5,balance,payment,instant transfer,u016,u019
14,2023-09-12 19:32:21,2000.0,balance,transfer to card,others,u000,u015
15,2023-09-12 20:02:06,1400.0,balance,payment,instant transfer,u003,u001
16,2023-09-12 20:02:19,1400.0,balance,transfer to card,transfer to card,u001,u021
17,2023-09-12 20:22:19,2790.0,debit_card,payment,tangible goods trade,u012,u005
18,2023-09-12 20:27:37,2900.0,balance,payment,transfer to account,u018,u017
19,2023-09-12 20:40:15,4000.0,moneyfund,transfer to card,others,u019,u014
20,2023-09-12 21:05:20,5000.0,balance,transfer to card,others,u019,u010
21,2023-09-12 21:39:06,3600.0,balance,payment,tangible goods trade,u012,u004
22,2023-09-12 22:19:35,3000.0,balance,transfer to card,others,u014,u005
23,2023-09-12 22:19:53,5000.0,balance,transfer to card,others,u014,u009
24,2023-09-12 22:40:23,1000.0,moneyfund,payment,transfer to account,u001,u021
25,2023-09-12 23:18:09,2285.0,balance,payment,instant transfer,u007,u008
26,2023-09-12 23:24:23,7400.0,moneyfund,payment,instant transfer,u003,u001
27,2023-09-12 23:25:07,7400.0,debit_card,payment,O2O,u001,u021
28,2023-09-12 23:47:45,1584.0,balance,payment,transfer to account,u000,u001
