index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-14 00:15:02,726.0,debit_card,payment,transfer to account,u011,u022
1,2023-09-14 12:38:19,810.0,moneyfund,payment,tangible goods trade,u012,u020
2,2023-09-14 12:44:04,2600.0,balance,payment,tangible goods trade,u013,u008
3,2023-09-14 16:18:18,2600.0,moneyfund,payment,tangible goods trade,u017,u019
4,2023-09-14 16:19:59,1100.0,moneyfund,payment,tangible goods trade,u017,u004
5,2023-09-14 17:06:59,1000.0,balance,transfer to card,others,u018,u016
6,2023-09-14 18:00:38,520.0,moneyfund,payment,instant transfer,u002,u001
7,2023-09-14 18:03:28,1101.1,balance,transfer to card,transfer to card,u000,u005
8,2023-09-14 18:06:34,1000.0,balance,transfer to card,transfer to card,u000,u005
9,2023-09-14 18:07:01,500.5,moneyfund,transfer to card,transfer to card,u000,u021
10,2023-09-14 18:08:06,2002.0,balance,transfer to card,transfer to card,u000,u021
11,2023-09-14 18:12:13,1800.0,balance,transfer to card,transfer to card,u000,u005
12,2023-09-14 18:13:33,800.8,balance,transfer to card,transfer to card,u000,u021
13,2023-09-14 18:14:23,1000.0,balance,transfer to card,transfer to card,u000,u011
14,2023-09-14 18:22:17,2002.0,moneyfund,transfer to card,transfer to card,u000,u011
15,2023-09-14 19:15:07,5000.0,balance,payment,instant transfer,u014,u013
16,2023-09-14 19:23:07,4979.54,balance,payment,instant transfer,u014,u004
17,2023-09-14 20:33:11,1050.0,alicredit,payment,instant transfer,u009,u004
18,2023-09-14 21:12:24,2000.0,balance,transfer to card,others,u009,u019
19,2023-09-14 21:15:51,500.0,moneyfund,payment,O2O,u009,u001
20,2023-09-14 21:34:48,997.5,credit_card,payment,instant transfer,u007,u018
21,2023-09-14 21:55:26,1700.0,balance,payment,instant transfer,u003,u005
22,2023-09-14 22:32:00,1000.0,balance,payment,instant transfer,u007,u009
23,2023-09-14 22:34:14,950.0,moneyfund,payment,instant transfer,u015,u018
24,2023-09-14 22:36:13,1000.0,debit_card,payment,instant transfer,u010,u020
25,2023-09-14 23:37:56,1000.0,balance,payment,instant transfer,u015,u006
