index,gmt_occur,amt,fund_channel,event_name,scene,user_id,opposite_user_id
0,2023-09-12 15:37:15,1400.0,balance,transfer to card,others,u006,u010
1,2023-09-12 15:37:30,1000.0,balance,transfer to card,others,u006,u011
2,2023-09-12 16:53:24,800.0,moneyfund,payment,transfer to account,u005,u017
3,2023-09-12 17:21:13,2200.0,balance,transfer to card,others,u019,u001
4,2023-09-12 17:34:53,2673.7,debit_card,payment,instant transfer,u015,u004
5,2023-09-12 18:13:35,1480.0,moneyfund,payment,instant transfer,u018,u003
6,2023-09-12 19:08:06,1000.0,moneyfund,payment,instant transfer,u009,u015
7,2023-09-12 19:09:52,20000.0,balance,payment,transfer to account,u011,u008
8,2023-09-12 19:30:45,532.5,balance,payment,instant transfer,u014,u016
9,2023-09-12 19:32:21,2000.0,balance,transfer to card,others,u000,u013
10,2023-09-12 20:02:06,1400.0,balance,payment,instant transfer,u005,u002
11,2023-09-12 20:02:19,1400.0,balance,transfer to card,transfer to card,u002,u018
12,2023-09-12 21:04:04,500.0,moneyfund,transfer to card,others,u001,u018
13,2023-09-12 21:05:20,5000.0,balance,transfer to card,others,u016,u010
14,2023-09-12 21:39:06,3600.0,balance,payment,tangible goods trade,u012,u006
15,2023-09-12 22:39:15,2000.0,balance,payment,transfer to account,u002,u007
16,2023-09-12 22:40:23,1000.0,moneyfund,payment,transfer to account,u002,u018
17,2023-09-12 23:24:23,7400.0,moneyfund,payment,instant transfer,u005,u002
18,2023-09-12 23:25:07,7400.0,debit_card,payment,O2O,u002,u018
19,2023-09-12 23:47:45,1584.0,balance,payment,transfer to account,u000,u002
